wave,match,decision_of_partner,likes_partner,liked_by_partner,wave_condition,iid_id,partner_id,met_so_far,int_corr,same_race,same_country,age_ratio,met_before,diff_pref_attractive,diff_pref_sincere,diff_pref_intelligent,diff_pref_fun,diff_pref_ambitious,diff_pref_sharedhobbies,rating_by_partner_attractive,rating_by_partner_sincere,rating_by_partner_intelligent,rating_by_partner_fun,rating_by_partner_ambitious,rating_by_partner_sharedhobbies,rated_partner_attractive,rated_partner_sincere,rated_partner_intelligent,rated_partner_fun,rated_partner_ambitious,rated_partner_sharedhobbies
15,0,0,0,0.6,2,396-18,405-9,8,0.44,0,1,1.2,0,0.15,0.07,0.02,0.03,0.1,0.11,,,,,,,5,8,9,8,9,7
15,0,0,0.5,0.5,2,396-18,406-10,9,0.59,1,1,1.08,0,0.05,0.02,0.02,0.02,0.05,0.16,5,6,5,5,5,3,5,8,8,6,8,6
15,0,0,0.6,0.6,2,396-18,407-11,10,0.43,0,1,0.96,0,0.15,0.03,0.03,0.03,0,0.06,6,6,7,3,7,8,6,8,8,5,4,6
15,1,1,0.8,0.8,2,396-18,408-12,11,0.28,0,1,0.96,1,0.05,0.08,0.02,0.02,0.05,0.04,5,8,9,8,8,7,8,9,9,9,8,6
15,0,0,0.7,0.7,2,396-18,409-13,12,0.01,0,0,0.92,0,0.05,0.03,0.02,0.02,0.05,0.01,7,8,7,7,7,8,7,9,9,7,7,4
15,0,0,0.2,0.8,2,396-18,410-14,13,-0.41,0,0,0.92,0,0.05,0.03,0.02,0.02,0.05,0.01,3,4,3,2,3,1,8,9,9,8,8,5
15,0,0,0.4,0.8,2,396-18,411-15,14,0.27,0,0,0.92,0,0.05,0.03,0.02,0.02,0.05,0.01,4,9,8,7,9,5,7,8,9,9,8,5
15,0,0,0.5,0.6,2,396-18,412-16,15,-0.05,0,1,1.08,0,0.6,0.13,0.13,0.13,0.1,0.11,6,8,8,7,8,7,6,9,8,6,5,5
15,0,0,0.6,0.7,2,396-18,413-17,16,0.14,0,1,1.04,0,0.05,0.08,0.12,0.12,0.1,0.01,6,7,6,6,6,5,7,8,8,6,7,5
15,1,1,0.6,0.7,2,396-18,414-18,17,-0.56,0,1,1.16,0,0.8,0.17,0.17,0.17,0.14,0.15,8,8,8,6,8,4,5,9,9,6,9,5
15,0,1,0.5,0.1,2,396-18,415-19,18,0.64,0,1,1.24,0,0.05,0.02,0.22,0.08,0.05,0.06,5,5,5,5,5,5,3,8,5,1,8,1
16,1,1,0.9,0.5,1,416-1,422-1,0,0.47,0,1,1.04,0,0.15,0.05,0.1,0.1,0.05,0.05,9,9,9,8,9,8,6,7,6,8,7,4
16,1,1,0.7,0.5,1,416-1,423-2,1,0.34,0,0,1.2,0,0.15,0,0,0.1,0,0.05,6,8,7,7,6,7,7,5,7,8,7,5
16,1,1,0.8,0.5,1,416-1,424-3,2,-0.13,0,1,0.96,0,0.02,0.04,0.13,0.03,0.12,0.06,9,8,7,8,9,8,6,7,8,7,6,6
16,0,1,0.8,0.3,1,416-1,425-4,3,0.42,0,1,1.12,0,0.01,0.05,0.1,0.08,0.07,0.05,5,8,9,8,7,6,3,5,7,4,8,2
16,1,1,0.8,0.4,1,416-1,426-5,4,0.55,0,1,0.96,0,0.1,0.13,0.05,0,0.03,0.05,8,6,5,8,5,8,5,4,7,7,7,4
16,0,0,0.6,0.4,1,416-1,427-6,5,0.51,0,1,1.12,0,0.05,0,0.1,0,0.15,0.1,5,7,8,6,8,5,5,6,6,5,6,4
16,1,1,0.7,0.5,1,416-1,428-7,6,0.41,0,1,1.08,0,0.45,0.1,0.2,0.1,0.05,0.1,8,7,8,7,7,,5,7,8,7,8,6
16,1,1,0.8,0.5,1,416-1,429-8,7,0.52,0,1,1.08,0,0.4,0.1,0.15,0.05,0,0.1,8,8,8,9,9,6,7,7,6,8,7,5
16,1,1,0.9,0.7,1,417-2,422-1,0,0.71,1,0,0.896551724,0,0.1,0.05,0,0,0,0.15,8,9,8,8,8,9,6,7,7,6,8,6
16,0,0,0.7,0.6,1,417-2,423-2,1,0.58,1,0,1.034482759,0,0.1,0,0.1,0,0.05,0.15,6,9,6,6,6,4,6,8,7,4,8,5
16,0,0,0.7,0.7,1,417-2,424-3,2,-0.55,0,0,0.827586207,0,0.03,0.04,0.03,0.07,0.07,0.04,6,7,8,7,8,8,4,9,9,7,9,7
16,0,0,0.5,0.5,1,417-2,425-4,3,0.15,1,0,0.965517241,0,0.04,0.05,0,0.02,0.02,0.05,5,7,8,5,6,5,3,6,8,3,8,3
16,0,0,0.4,0.2,1,417-2,426-5,4,0.42,1,0,0.827586207,0,0.05,0.13,0.15,0.1,0.02,0.15,3,8,5,4,2,7,3,3,4,3,8,2
16,0,0,0.6,0.5,1,417-2,427-6,5,0.67,1,0,0.965517241,0,0,0,0,0.1,0.1,0,4,8,8,5,7,4,4,9,7,4,8,4
16,0,0,0.5,0.8,1,417-2,428-7,6,0.35,0,0,0.931034483,0,0.4,0.1,0.1,0,0,0.2,5,7,7,6,7,,7,8,8,5,8,7
16,0,0,0.6,0.6,1,417-2,429-8,7,0.33,1,0,0.931034483,0,0.35,0.1,0.05,0.05,0.05,0.2,5,9,9,7,7,4,8,7,7,5,8,3
16,0,1,0.8,0.7,1,418-3,422-1,0,0.44,0,1,1.04,0,0.15,0,0,0.05,0,0.1,8,9,9,8,8,7,7,8,8,7,8,6
16,0,0,0.8,0.6,1,418-3,423-2,1,0.23,0,0,1.2,0,0.15,0.05,0.1,0.05,0.05,0.1,7,8,8,7,7,7,6,8,7,6,5,6
16,0,1,0.8,0.6,1,418-3,424-3,2,-0.15,1,1,0.96,0,0.02,0.09,0.03,0.02,0.07,0.01,7,7,8,8,8,7,7,8,7,5,5,5
16,0,1,0.75,0.7,1,418-3,425-4,3,-0.09,0,1,1.12,0,0.01,0,0,0.03,0.02,0,8,8,9,8,7,7,5,7,7,5,6,6
16,0,0,0.6,0.5,1,418-3,426-5,4,0.27,0,1,0.96,0,0.1,0.18,0.15,0.05,0.02,0.1,4,7,6,5,5,3,4,6,6,7,5,4
16,0,0,0.8,0.5,1,418-3,427-6,5,0.12,0,1,1.12,0,0.05,0.05,0,0.05,0.1,0.05,6,8,9,7,8,6,4,7,6,4,5,4
16,0,1,0.7,0.8,1,418-3,428-7,6,0.58,1,1,1.08,0,0.45,0.15,0.1,0.05,0,0.15,7,7,7,6,,,6,8,9,7,9,6
16,0,1,0.8,0.7,1,418-3,429-8,7,0.53,0,1,1.08,0,0.4,0.15,0.05,0,0.05,0.15,7,9,9,9,8,6,8,7,7,7,8,6
16,1,1,0.7,0.6,1,419-4,422-1,0,0.4,1,1,0.928571429,0,0.25,0.05,0,0,0.05,0.25,8,9,9,7,9,7,4,7,6,6,5,8
16,0,0,0.6,0,1,419-4,423-2,1,0.33,1,0,1.071428571,0,0.25,0.1,0.1,0,0,0.25,7,8,8,6,7,6,6,6,6,5,8,3
16,0,0,0.6,0.4,1,419-4,424-3,2,-0.3,0,1,0.857142857,0,0.12,0.14,0.03,0.07,0.12,0.14,6,8,8,6,8,5,2,7,7,3,6,2
16,0,0,0.5,0.4,1,419-4,425-4,3,0.29,1,1,1,0,0.11,0.05,0,0.02,0.07,0.15,7,8,9,6,9,6,3.5,5,7.5,2,8,5
16,0,0,0.6,0.3,1,419-4,426-5,4,0.58,1,1,0.857142857,0,0.2,0.23,0.15,0.1,0.03,0.25,6,7,6,6,4,8,1,3,7,1,9,2
16,0,0,0.8,0.6,1,419-4,427-6,5,0.2,1,1,1,0,0.15,0.1,0,0.1,0.15,0.1,6,10,9,8,8,9,8,8,8,5,5,5
16,0,0,0.4,0.8,1,419-4,428-7,6,0.42,0,1,0.964285714,0,0.55,0.2,0.1,0,0.05,0.3,4,8,8,5,7,6,5,7,8,6,9,7
16,0,0,0,0.4,1,419-4,429-8,7,0.48,1,1,0.964285714,0,0.5,0.2,0.05,0.05,0,0.3,,,,,,,4,7,6,3,9,3
16,1,1,0.9,0.9,1,420-5,422-1,0,0.72,1,1,1.181818182,0,0.2,0.15,0.2,0,0.05,0.1,9,9,9,9,8,9,10,10,10,9,10,10
16,0,1,0.8,0.3,1,420-5,423-2,1,0.51,1,0,1.363636364,0,0.2,0.1,0.1,0,0.1,0.1,7,8,7,7,7,7,5,9,8,6,6,2
16,1,1,0.7,0.8,1,420-5,424-3,2,-0.09,0,1,1.090909091,0,0.07,0.06,0.23,0.07,0.02,0.01,7,7,7,8,8,7,8,9,9,8,9,7
16,0,1,0.65,0.6,1,420-5,425-4,3,0.15,1,1,1.272727273,0,0.06,0.15,0.2,0.02,0.03,0,7,7,8,6,7,5,4,8,7,6,8,5
16,0,1,0.8,0.7,1,420-5,426-5,4,0.34,1,1,1.090909091,0,0.15,0.03,0.05,0.1,0.07,0.1,9,8,8,9,6,5,6,7,9,9,10,8
16,0,0,0.7,0.4,1,420-5,427-6,5,0.37,1,1,1.272727273,0,0.1,0.1,0.2,0.1,0.05,0.05,6,6,9,7,9,7,7,7,7,6,6,7
16,0,1,0.6,0.5,1,420-5,428-7,6,0.63,0,1,1.227272727,0,0.5,0,0.3,0,0.05,0.15,8,7,6,7,5,7,6,7,8,8,9,5
16,0,1,0.7,0.6,1,420-5,429-8,7,0.57,1,1,1.227272727,0,0.45,0,0.25,0.05,0.1,0.15,7,9,9,9,7,6,7,6,7,5,7,3
16,0,0,0.7,0.7,1,421-6,422-1,0,0.13,0,1,1.04,0,0.1,0.15,0.1,0.1,0,0.05,9,8,8,7,,7,6,9,8,8,9,1
16,1,1,0.8,0.8,1,421-6,423-2,1,-0.19,0,0,1.2,0,0.1,0.1,0,0.1,0.05,0.05,7,8,6,7,7,6,7,8,9,6,9,0
16,0,1,0.8,0.5,1,421-6,424-3,2,0.19,1,1,0.96,0,0.03,0.06,0.13,0.03,0.07,0.06,8,6,7,7,6,6,4,8,7,6,6,0
16,0,1,0.7,0.5,1,421-6,425-4,3,-0.23,0,1,1.12,0,0.04,0.15,0.1,0.08,0.02,0.05,8,8,8,7,7,6,2,7,8,5,9,0
16,0,0,0.3,0.2,1,421-6,426-5,4,0.21,0,1,0.96,0,0.05,0.03,0.05,0,0.02,0.05,4,4,4,2,2,1,2,2,7,2,8,1
16,0,0,0.5,0.5,1,421-6,427-6,5,-0.28,0,1,1.12,0,0,0.1,0.1,0,0.1,0.1,5,6,8,5,8,4,6,7,8,5,8,4
16,1,1,0.6,0.8,1,421-6,428-7,6,0.48,1,1,1.08,0,0.4,0,0.2,0.1,0,0.1,8,6,6,7,6,8,7,8,9,8,9,9
16,0,0,0.6,0.7,1,421-6,429-8,7,0.1,0,1,1.08,0,0.35,0,0.15,0.05,0.05,0.1,6,9,9,7,7,5,7,6,8,7,8,0
17,0,0,0.8,0.7,2,430-1,440-1,0,0.59,0,0,0.954545455,0,0.25,0.2,0.15,0,0.1,0.1,5,8,7,7,8,5,8,7,9,9,8,5
17,0,1,0.9,0.6,2,430-1,441-2,1,-0.41,0,1,1.090909091,0,0.25,0.15,0.1,0,0.1,0.1,7,9,9,8,7,7,5,9,9,8,7,3
17,0,1,0.6,0.4,2,430-1,442-3,2,0.15,0,1,1.136363636,0,0.3,0.15,0.15,0.25,0.15,0.1,5,7,3,3,3,0,5,7,8,6,8,1
17,0,1,0.6,0.6,2,430-1,443-4,3,0.38,0,1,1.227272727,0,0.2,0,0.05,0,0.15,0,6,7,7,7,6,4,5,8,8,7,8,2
17,0,0,0.4,0.5,2,430-1,444-5,4,0.33,0,1,1.181818182,0,0.4,0.15,0.05,0.1,0.15,0.15,3,8,7,6,6,,7,6,8,7,8,2
17,0,0,0.3,0.5,2,430-1,445-6,5,0.27,0,1,1.363636364,0,0.3,0.13,0.03,0.08,0.09,0.03,6,6,3,3,3,2,5,8,8,6,7,2
17,0,1,0.7,0.7,2,430-1,446-7,6,0.14,0,0,1.272727273,0,0.2,0.05,0.1,0.05,0.05,0.15,7,8,8,8,8,7,5,9,9,6,8,4
17,0,0,0.5,0.7,2,430-1,447-8,7,0.49,1,0,1.181818182,0,0.05,0.05,0.1,0,0.15,0.05,5,7,7,5,4,4,5,8,8,8,6,3
17,0,1,0.8,0.6,2,430-1,448-9,8,-0.42,0,1,1,0,0.15,0.1,0.1,0.05,0.1,0.1,8,8,8,6,5,7,6,8,8,9,9,4
17,0,1,0.7,0.5,2,430-1,449-10,9,0.17,0,1,1.045454545,0,0.45,0.23,0.14,0.2,0.14,0.14,10,7,8,7,8,5,5,6,9,8,8,5
17,0,1,0.8,0.6,2,430-1,450-11,10,0.01,0,1,1.045454545,0,0.45,0.23,0.14,0.2,0.14,0.14,7,7,7,7,5,8,5,7,8,6,9,5
17,0,1,0.6,0.5,2,430-1,451-12,11,0.17,1,0,1.363636364,0,0.1,0.15,0.1,0,0.1,0.05,6,5,5,5,5,4,2,5,9,5,8,3
17,0,1,0.6,0.6,2,430-1,452-13,12,0.21,1,0,1.318181818,0,0.25,0.05,0.1,0.15,0.15,0.1,6,8,7,6,6,6,4,8,9,8,9,2
17,0,0,0.5,0.5,2,430-1,453-14,13,0,1,0,1.227272727,0,0.2,0.05,0.15,0.15,0.15,0.1,5,4,5,5,5,5,4,8,9,8,9,2
17,0,0,0.4,0.6,2,431-2,440-1,0,0.45,0,0,0.777777778,0,0.2,0.1,0.05,0.05,0.1,0.1,4,4,7,4,8,2,7,8,9,7,9,3
17,0,1,0.5,0.3,2,431-2,441-2,1,-0.46,0,1,0.888888889,0,0.2,0.05,0,0.05,0.1,0.1,8,7,8,6,10,5,8,8,8,7,7,2
17,1,1,0.5,0.7,2,431-2,442-3,2,-0.06,0,1,0.925925926,0,0.25,0.05,0.25,0.3,0.15,0.1,6,3,5,4,5,1,8,8,8,8,7,2
17,0,0,0.5,0.5,2,431-2,443-4,3,0.14,0,1,1,0,0.15,0.1,0.15,0.05,0.15,0,5,5,6,4,7,4,6,9,9,8,8,5
17,0,0,0.4,0.6,2,431-2,444-5,4,-0.03,0,1,0.962962963,0,0.35,0.05,0.15,0.15,0.15,0.15,6,6,7,2,9,5,8,7,8,8,7,4
17,0,0,0.3,0.1,2,431-2,445-6,5,-0.06,0,1,1.111111111,0,0.25,0.03,0.07,0.03,0.09,0.03,7,7,8,4,9,3,5,3,4,3,6,1
17,0,1,0.7,0.6,2,431-2,446-7,6,0.25,0,0,1.037037037,0,0.15,0.05,0,0,0.05,0.15,7,8,8,7,6,7,7,9,9,8,6,2
17,0,0,0.3,0.7,2,431-2,447-8,7,0.11,1,0,0.962962963,0,0,0.15,0,0.05,0.15,0.05,2,6,4,3,4,5,8,9,8,7,8,2
17,1,1,0.6,0.6,2,431-2,448-9,8,0.03,0,1,0.814814815,0,0.1,0,0,0.1,0.1,0.1,5,6,8,4,8,4,9,8,9,9,5,2
17,0,0,0.3,0.3,2,431-2,449-10,9,0.31,0,1,0.851851852,0,0.4,0.13,0.24,0.25,0.14,0.14,4,4,6,2,9,3,8,5,7,6,8,2
17,0,0,0.6,0.5,2,431-2,450-11,10,0.06,0,1,0.851851852,0,0.4,0.13,0.24,0.25,0.14,0.14,7,6,6,5,9,3,7,8,8,8,6,3
17,0,1,0.6,0.5,2,431-2,451-12,11,-0.01,1,0,1.111111111,0,0.05,0.25,0.2,0.05,0.1,0.05,6,5,5,5,5,4,5,8,7,5,7,2
17,0,1,0.8,0.5,2,431-2,452-13,12,-0.2,1,0,1.074074074,0,0.2,0.15,0,0.1,0.15,0.1,8,9,7,8,6,7,7,7,8,8,8,3
17,0,1,0.6,0.2,2,431-2,453-14,13,0.19,1,0,1,0,0.15,0.15,0.05,0.1,0.15,0.1,6,5,5,5,5,6,3,8,7,4,4,1
17,0,0,0.7,0.9,2,432-3,440-1,0,0.03,1,0,0.75,0,0.2,0.25,0,0.1,0.05,0,7,7,8,5,7,2,9,10,10,8,10,8
17,0,0,0.6,0.8,2,432-3,441-2,1,0.15,1,1,0.857142857,0,0.2,0.2,0.05,0.1,0.05,0,7,10,10,7,8,6,4,6,9,6,9,7
17,1,1,0.8,1,2,432-3,442-3,2,-0.11,1,1,0.892857143,0,0.25,0.2,0.3,0.35,0.1,0,8,8,7,7,7,10,7,10,10,10,10,9
17,0,0,0.6,0.9,2,432-3,443-4,3,0.23,0,1,0.964285714,0,0.15,0.05,0.2,0.1,0.1,0.1,7,9,6,5,3,5,8,10,9,9,10,9
17,0,0,0.7,1,2,432-3,444-5,4,-0.23,1,1,0.928571429,0,0.35,0.2,0.2,0.2,0.1,0.05,7,9,8,7,7,,10,10,10,10,10,9
17,1,1,0.6,0.8,2,432-3,445-6,5,-0.08,1,1,1.071428571,0,0.25,0.18,0.12,0.02,0.04,0.07,6,8,8,8,6,6,8,7,8,7,9,10
17,1,1,0.6,0.8,2,432-3,446-7,6,0.32,0,0,1,0,0.15,0.1,0.05,0.05,0,0.05,8,8,8,6,4,5,3,9,9,6,9,7
17,0,0,0.6,0.9,2,432-3,447-8,7,0.08,0,0,0.928571429,0,0,0,0.05,0.1,0.1,0.05,6,5,7,6,5,5,7,9,10,10,10,8
17,0,0,0.5,0.4,2,432-3,448-9,8,0.69,1,1,0.785714286,0,0.1,0.15,0.05,0.15,0.05,0,4,7,7,6,5,4,8,6,8,7,9,5
17,0,0,0.8,0.8,2,432-3,449-10,9,0.24,0,1,0.821428571,0,0.4,0.28,0.29,0.3,0.09,0.04,7,9,9,7,6,6,8,8,9,9,10,10
17,1,1,0.8,1,2,432-3,450-11,10,0.4,1,1,0.821428571,0,0.4,0.28,0.29,0.3,0.09,0.04,6,9,9,9,7,8,5,10,10,9,10,10
17,0,1,0.6,0.8,2,432-3,451-12,11,0.24,0,0,1.071428571,0,0.05,0.1,0.25,0.1,0.05,0.05,7,6,6,5,5,4,2,5,9,5,10,9
17,1,1,0.7,1,2,432-3,452-13,12,0.18,0,0,1.035714286,0,0.2,0,0.05,0.05,0.1,0,7,9,7,8,6,6,5,8,10,10,10,5
17,1,1,0.5,0.8,2,432-3,453-14,13,0.27,0,0,0.964285714,0,0.15,0,0,0.05,0.1,0,5,5,5,5,5,5,3,9,10,5,10,10
17,0,0,0.4,0.6,2,433-4,440-1,0,0.11,0,0,0.7,0,0.15,0.15,0.1,0,0.05,0.05,6,9,8,9,8,8,8,7,7,5,5,7
17,0,0,0.8,0.5,2,433-4,441-2,1,-0.11,0,1,0.8,0,0.15,0.1,0.05,0,0.05,0.05,6,8,9,9,8,8,6,4,4,5,3,7
17,1,1,0.6,0.6,2,433-4,442-3,2,0.26,0,1,0.833333333,0,0.2,0.1,0.2,0.25,0.1,0.05,4,2,4,4,5,3,7,7,7,5,6,5
17,0,0,0.5,0.8,2,433-4,443-4,3,0.2,0,1,0.9,0,0.1,0.05,0.1,0,0.1,0.05,5,5,7,7,4,2,7,6,6,6,4,4
17,0,0,0.5,0.7,2,433-4,444-5,4,0.13,0,1,0.866666667,0,0.3,0.1,0.1,0.1,0.1,0.1,5,8,6,8,8,5,8,6,6,5,5,3
17,0,1,0.6,0.7,2,433-4,445-6,5,0.13,0,1,1,0,0.2,0.08,0.02,0.08,0.04,0.02,6,8,9,8,7,5,7,7,7,6,5,3
17,1,1,0.6,0.8,2,433-4,446-7,6,0.53,0,0,0.933333333,0,0.1,0,0.05,0.05,0,0.1,5,8,7,7,4,3,9,8,8,5,7,5
17,0,0,0.5,0.6,2,433-4,447-8,7,0.23,0,0,0.866666667,0,0.05,0.1,0.05,0,0.1,0,5,6,6,4,3,6,7,7,7,5,5,3
17,0,0,0.4,0.5,2,433-4,448-9,8,0.41,0,1,0.733333333,0,0.05,0.05,0.05,0.05,0.05,0.05,3,7,5,6,5,6,6,5,5,5,8,5
17,0,1,0.9,0.6,2,433-4,449-10,9,0.44,1,1,0.766666667,0,0.35,0.18,0.19,0.2,0.09,0.09,4,9,8,10,6,6,7,7,7,7,4,3
17,0,0,0.7,0.2,2,433-4,450-11,10,0.33,0,1,0.766666667,0,0.35,0.18,0.19,0.2,0.09,0.09,8,10,10,7,9,5,4,5,6,4,4,1
17,0,1,0.5,0.1,2,433-4,451-12,11,-0.07,0,0,1,0,0,0.2,0.15,0,0.05,0,6,5,5,5,5,4,1,5,5,2,5,1
17,0,0,0.3,0.1,2,433-4,452-13,12,0.19,0,0,0.966666667,0,0.15,0.1,0.05,0.15,0.1,0.05,3,6,6,5,6,4,1,3,5,2,3,1
17,0,1,0.6,0.2,2,433-4,453-14,13,0.32,0,0,0.9,0,0.1,0.1,0.1,0.15,0.1,0.05,6,6,5,5,5,6,2,7,7,2,7,1
17,0,0,0.6,0.6,2,434-5,440-1,0,0.18,1,0,0.777777778,0,0.05,0.1,0.15,0.1,0.05,0.05,7,7,8,6,7,5,8,6,6,8,7,7
17,0,1,0.7,0.5,2,434-5,441-2,1,-0.11,1,1,0.888888889,0,0.05,0.05,0.1,0.1,0.05,0.05,7,8,8,7,7,8,7,6,6,6,5,6
17,0,1,0.6,0.5,2,434-5,442-3,2,0.35,1,1,0.925925926,0,0.1,0.05,0.15,0.15,0,0.05,6,6,5,4,4,2,7,6,7,5,8,5
17,0,1,0.6,0.7,2,434-5,443-4,3,0.13,0,1,1,0,0,0.1,0.05,0.1,0,0.05,8,8,8,6,7,7,6,7,8,9,7,8
17,0,0,0.6,0.8,2,434-5,444-5,4,0.14,1,1,0.962962963,0,0.2,0.05,0.05,0,0,0.1,7,8,7,7,6,,9,8,7,7,7,7
17,0,0,0.5,0.7,2,434-5,445-6,5,0.13,1,1,1.111111111,0,0.1,0.03,0.03,0.18,0.06,0.02,5,8,7,4,3,4,7,9,7,7,7,7
17,0,1,0.8,0.7,2,434-5,446-7,6,0.28,0,0,1.037037037,1,0,0.05,0.1,0.15,0.1,0.1,8,10,9,8,5,3,7,5,5,3,3,5
17,1,1,0.8,1,2,434-5,447-8,7,0.13,0,0,0.962962963,1,0.15,0.15,0.1,0.1,0,0,9,8,8,8,6,6,10,10,10,10,10,9
17,0,1,0.6,0.5,2,434-5,448-9,8,0.16,1,1,0.814814815,0,0.05,0,0.1,0.05,0.05,0.05,7,7,7,7,6,5,7,6,6,5,7,7
17,0,1,0.8,0.7,2,434-5,449-10,9,-0.12,0,1,0.851851852,0,0.25,0.13,0.14,0.1,0.01,0.09,9,9,7,8,7,6,8,8,8,8,8,7
17,0,1,0.8,0.7,2,434-5,450-11,10,-0.1,1,1,0.851851852,1,0.25,0.13,0.14,0.1,0.01,0.09,9,8,8,8,7,7,5,5,5,7,5,9
17,0,1,0.4,0.5,2,434-5,451-12,11,0.01,0,0,1.111111111,0,0.1,0.25,0.1,0.1,0.05,0,5,6,5,4,3,4,2,7,6,7,6,5
17,0,1,0.7,0.6,2,434-5,452-13,12,-0.01,0,0,1.074074074,0,0.05,0.15,0.1,0.25,0,0.05,7,6,7,7,6,5,4,7,8,7,8,7
17,0,1,0.6,0.7,2,434-5,453-14,13,-0.22,0,0,1,0,0,0.15,0.15,0.25,0,0.05,6,5,5,5,5,6,4,8,7,5,5,6
17,0,0,0.8,1,2,435-6,440-1,0,0.1,0,0,0.954545455,0,0.1,0,0.1,0.05,0.1,0.05,10,8,3,10,10,5,10,10,10,10,10,10
17,1,1,0.8,0.9,2,435-6,441-2,1,0.01,0,1,1.090909091,0,0.1,0.05,0.05,0.05,0.1,0.05,7,10,7,10,6,8,8,10,7,10,9,10
17,0,1,0.5,0.7,2,435-6,442-3,2,0.14,0,1,1.136363636,0,0.15,0.05,0.2,0.2,0.15,0.05,6,0,5,5,5,0,6,10,8,5,9,7
17,0,0,0.6,0.8,2,435-6,443-4,3,0.56,0,1,1.227272727,0,0.05,0.2,0.1,0.05,0.15,0.05,4,5,5,7,7,4,7,9,9,8,9,0
17,0,0,0.4,0.7,2,435-6,444-5,4,-0.27,0,1,1.181818182,0,0.25,0.05,0.1,0.05,0.15,0.1,3,3,5,9,6,,8,9,8,8,8,6
17,0,0,0.7,0.3,2,435-6,445-6,5,0.15,0,1,1.363636364,0,0.15,0.07,0.02,0.13,0.09,0.02,5,7,7,8,7,4,4,5,8,7,7,0
17,0,0,0.4,0.4,2,435-6,446-7,6,0.23,0,0,1.272727273,0,0.05,0.15,0.05,0.1,0.05,0.1,5,5,8,6,9,3,4,4,4,4,4,4
17,0,0,0.6,0.5,2,435-6,447-8,7,0.18,0,0,1.181818182,0,0.1,0.25,0.05,0.05,0.15,0,6,6,8,6,7,6,6,10,9,8,8,4
17,1,1,0.6,1,2,435-6,448-9,8,0.73,0,1,1,1,0,0.1,0.05,0,0.1,0.05,5,7,8,6,6,7,9,9,10,10,9,0
17,1,1,1,0.8,2,435-6,449-10,9,0.01,0,1,1.045454545,1,0.3,0.03,0.19,0.15,0.14,0.09,10,10,10,10,10,10,7,7,8,9,10,7
17,0,0,0.5,0.7,2,435-6,450-11,10,-0.08,0,1,1.045454545,0,0.3,0.03,0.19,0.15,0.14,0.09,6,8,8,3,7,1,7,9,10,9,9,6
17,0,0,0.4,0.1,2,435-6,451-12,11,0.21,0,0,1.363636364,0,0.05,0.35,0.15,0.05,0.1,0,5,4,3,3,3,2,1,8,8,4,7,0
17,0,0,0.4,0.1,2,435-6,452-13,12,0.12,0,0,1.318181818,0,0.1,0.25,0.05,0.2,0.15,0.05,3,6,6,5,6,5,1,4,5,4,5,1
17,0,0,0.3,0.3,2,435-6,453-14,13,-0.17,0,0,1.227272727,0,0.05,0.25,0.1,0.2,0.15,0.05,4,4,4,4,4,4,2,0,0,0,0,0
17,0,0,1,1,2,436-7,440-1,0,0.53,1,0,0.913043478,0,0.07,0.03,0.13,0.02,0.12,0.03,10,10,10,11,10,10,10,10,10,10,10,10
17,0,0,0.7,1,2,436-7,441-2,1,-0.05,1,1,1.043478261,1,0.07,0.02,0.08,0.02,0.12,0.03,9,9,9,10,8,5,10,10,10,10,10,10
17,0,1,0.5,0.8,2,436-7,442-3,2,-0.05,1,1,1.086956522,1,0.12,0.02,0.17,0.23,0.17,0.03,8,1,5,5,5,0,7,10,8,10,8,7
17,0,1,0.6,0.8,2,436-7,443-4,3,-0.02,0,1,1.173913043,0,0.02,0.17,0.07,0.02,0.17,0.07,7,6,7,8,8,5,7,10,9,9,9,7
17,0,0,0.4,0.9,2,436-7,444-5,4,0.11,1,1,1.130434783,1,0.22,0.02,0.07,0.08,0.17,0.08,6,5,5,9,7,6,10,9,9,10,10,9
17,0,1,0.4,0.8,2,436-7,445-6,5,0.06,1,1,1.304347826,0,0.12,0.04,0.01,0.1,0.11,0.04,7,6,4,8,8,4,8,10,9,9,8,7
17,0,1,0.7,0.8,2,436-7,446-7,6,0.32,0,0,1.217391304,0,0.02,0.12,0.08,0.07,0.07,0.08,7,7,7,9,8,3,7,10,9,9,7,8
17,0,0,0.6,0.8,2,436-7,447-8,7,0.31,0,0,1.130434783,0,0.13,0.22,0.08,0.02,0.17,0.02,7,6,6,5,6,6,7,10,9,9,9,8
17,1,1,0.8,1,2,436-7,448-9,8,0,1,1,0.956521739,1,0.03,0.07,0.08,0.03,0.12,0.03,8,6,7,8,8,7,10,10,10,10,10,10
17,1,1,1,1,2,436-7,449-10,9,0.78,0,1,1,1,0.27,0.06,0.16,0.18,0.16,0.07,10,10,10,10,10,10,10,10,10,10,10,10
17,0,0,0.6,0.7,2,436-7,450-11,10,0.48,1,1,1,0,0.27,0.06,0.16,0.18,0.16,0.07,6,7,9,7,9,,7,7,8,8,8,7
17,0,0,0.3,0.7,2,436-7,451-12,11,0.45,0,0,1.304347826,0,0.08,0.32,0.12,0.02,0.12,0.02,5,4,5,3,4,2,7,10,9,8,8,7
17,0,1,0.7,0.7,2,436-7,452-13,12,-0.04,0,0,1.260869565,0,0.07,0.22,0.08,0.17,0.17,0.03,7,7,8,8,6,6,7,10,10,10,8,7
